"The Day Ahead Auction prices for the following bidding zones is published without any change under the CC BY 4.0 (creativecommons.org/licenses/by/4.0) license with the source Bundesnetzagentur | SMARD.de: AT, BE, CH, CZ, DE-LU, DE-AT-LU, DK1, DK2, FR, HU, IT-NORTH, NL, NO2, PL, SE4, SI",,,,
Date (UTC),Nuclear,Non-Renewable,Renewable,Day Ahead Auction (NL)
2024-10-06T04:00+00:00,479.0925,3650.62125,3512.16375,57.93
2024-10-06T05:00+00:00,479.07,4100.82625,3510.41125,66.35
2024-10-06T06:00+00:00,479.045,4526.56125,3505.92625,70.1
2024-10-06T07:00+00:00,478.99,5754.325,3323.8125,59.9
2024-10-06T08:00+00:00,478.9375,7279.0725,3467.64,35
2024-10-06T09:00+00:00,479.0825,8685.81375,3420.23125,16.68
2024-10-06T10:00+00:00,479.005,9846.18625,3841.16625,5.25
2024-10-06T11:00+00:00,479.02,10269.79875,3663.24375,-0.01
2024-10-06T12:00+00:00,479.085,10404.26375,3195.85375,-0.01
2024-10-06T13:00+00:00,479.105,9728.15625,3134.49625,0.2
2024-10-06T14:00+00:00,479.1725,8479.67125,3812.05125,53.1
2024-10-06T15:00+00:00,479.1325,7120.44,4221.265,82.78
2024-10-06T16:00+00:00,478.9925,6361.5725,4464.76,106.3
2024-10-06T17:00+00:00,478.8125,6106.38875,4668.14375,106.3
2024-10-06T18:00+00:00,478.7875,5765.7525,4892.99,97.6
2024-10-06T19:00+00:00,478.895,5281.9775,4785.5875,76.3
2024-10-06T20:00+00:00,478.9375,4965.01125,4495.83625,64.9
2024-10-06T21:00+00:00,478.9475,4526.01375,4267.43875,51.71
2024-10-06T22:00+00:00,478.9675,4116.4525,4128.9325,34.58
2024-10-06T23:00+00:00,478.9975,3821.25125,4302.77125,35.34
2024-10-07T00:00+00:00,479.0025,3720.005,4701.665,33.25
2024-10-07T01:00+00:00,479.06,3673.60625,4972.45875,29.96
2024-10-07T02:00+00:00,479.39,4008.475,5328.6325,33.56
2024-10-07T03:00+00:00,479.175,4377.01375,5594.48875,43
2024-10-07T04:00+00:00,479.1725,5154.02875,5776.62375,64.08
2024-10-07T05:00+00:00,478.8375,6283.72125,5613.89375,102
2024-10-07T06:00+00:00,478.7775,6915.3,5123.5275,108.32
2024-10-07T07:00+00:00,478.74,7794.70875,4699.63375,91.83
2024-10-07T08:00+00:00,478.715,9044.4325,4276.98,66.05
2024-10-07T09:00+00:00,482.09,10530.34625,4285.52625,60.2
2024-10-07T10:00+00:00,481.225,11490.42875,4375.90375,45.88
2024-10-07T11:00+00:00,478.7775,11720.76125,3749.16375,43.29
2024-10-07T12:00+00:00,478.0625,10882.3,3272.7575,55
2024-10-07T13:00+00:00,477.865,9945.74125,2378.13875,61.45
2024-10-07T14:00+00:00,477.8775,9835.2675,1899.8275,88.79
2024-10-07T15:00+00:00,478.305,10785.93,1417.13,112.4
2024-10-07T16:00+00:00,478.31,11818.82125,1654.64875,227.65
2024-10-07T17:00+00:00,478.25,11821.925,1900.86,217.36
2024-10-07T18:00+00:00,478.3925,11807.86125,1785.57625,127.43
2024-10-07T19:00+00:00,478.2725,9955.235,1794.7625,99.91
2024-10-07T20:00+00:00,478.2175,7720.76125,1831.18625,94.33
2024-10-07T21:00+00:00,478.155,6579.30375,1929.07125,79.12
2024-10-07T22:00+00:00,478.1675,5605.8675,1897.58,68.72
2024-10-07T23:00+00:00,478.205,5045.67,2326.4225,62
2024-10-08T00:00+00:00,478.285,4722.855,2719.4775,58.23
2024-10-08T01:00+00:00,478.7825,4717.2925,2742.1525,52.85
2024-10-08T02:00+00:00,478.825,4690.64,3064.97,52.57
2024-10-08T03:00+00:00,478.9925,5239.82625,3434.89875,61.4
2024-10-08T04:00+00:00,478.8225,6902.07,4040.9725,85.49
2024-10-08T05:00+00:00,478.7225,8102.9075,4248.88,106.61
2024-10-08T06:00+00:00,479.1775,8208.26625,4739.36125,110
2024-10-08T07:00+00:00,479.205,8002.21,4662.445,89.1
2024-10-08T08:00+00:00,479.13,8913.73875,4422.40875,80.33
2024-10-08T09:00+00:00,479.1,9944.82375,3837.82875,73.42
2024-10-08T10:00+00:00,479.08,10428.005,3910.8425,66.51
2024-10-08T11:00+00:00,478.81,10041.43875,3788.67125,70.97
2024-10-08T12:00+00:00,478.705,9569.37,3686.82,75.79
2024-10-08T13:00+00:00,478.6875,9407.30125,3648.33125,77.53
2024-10-08T14:00+00:00,478.8025,9956.7225,3253.5075,85.92
2024-10-08T15:00+00:00,478.93,10589.73625,2597.78625,114
2024-10-08T16:00+00:00,478.9575,10343.3075,2326.5525,144
2024-10-08T17:00+00:00,478.905,10823.2825,2430.505,158.27
2024-10-08T18:00+00:00,478.885,9792.78375,3229.66375,109.23
2024-10-08T19:00+00:00,478.82,8065.84375,4197.55375,94.9
2024-10-08T20:00+00:00,478.7775,6648.3925,4772.5175,81.86
2024-10-08T21:00+00:00,478.725,6041.42375,4910.78875,63.53
2024-10-08T22:00+00:00,478.86,5359.01375,5008.17125,56.36
2024-10-08T23:00+00:00,478.7425,4850.155,5171.9775,52.05
2024-10-09T00:00+00:00,478.7875,4779.815,5325.5825,49.21
2024-10-09T01:00+00:00,478.8225,4619.15875,5266.28375,46.3
2024-10-09T02:00+00:00,478.9475,4678.34375,5537.67125,48.85
2024-10-09T03:00+00:00,479.155,4930.67625,5851.92125,54.97
2024-10-09T04:00+00:00,479.135,5648.1325,5831.895,77.87
2024-10-09T05:00+00:00,479.05,6905.16375,5926.99625,98.88
2024-10-09T06:00+00:00,479.0575,7405.8175,5843.93,101.09
2024-10-09T07:00+00:00,479.17,7468.99875,5710.99375,87
2024-10-09T08:00+00:00,479.0375,7767.35125,5481.79125,66.14
2024-10-09T09:00+00:00,478.985,7838.605,5556.9,55.28
2024-10-09T10:00+00:00,478.9675,7923.07875,5295.52625,55.99
2024-10-09T11:00+00:00,478.98,7525.1875,4407.01,59
2024-10-09T12:00+00:00,479.0075,7216.3175,3494.2125,68.48
2024-10-09T13:00+00:00,479.06,7702.73375,2813.51375,85.27
2024-10-09T14:00+00:00,479.0625,8878.9375,2030.9275,95
2024-10-09T15:00+00:00,479.01,9978.59875,1480.64375,112
2024-10-09T16:00+00:00,479.185,10094.39375,1048.45375,128
2024-10-09T17:00+00:00,479.02,10144.43,726.8075,129.17
2024-10-09T18:00+00:00,478.91,10012.75,561.055,117.4
2024-10-09T19:00+00:00,478.87,9144.94125,459.41375,99.9
2024-10-09T20:00+00:00,478.8675,7376.52625,474.88625,97.94
2024-10-09T21:00+00:00,478.835,4977.935,959.8725,79.5
2024-10-09T22:00+00:00,478.84,3762.84625,1416.51125,70
2024-10-09T23:00+00:00,478.895,3228.33875,1811.78125,45.39
2024-10-10T00:00+00:00,478.89,3220.78375,2225.20875,39
2024-10-10T01:00+00:00,478.99,3595.35625,3124.67875,35.34
2024-10-10T02:00+00:00,478.9075,3634.76,4207.255,26.3
2024-10-10T03:00+00:00,478.945,3931.16625,5185.08375,33.79
2024-10-10T04:00+00:00,478.97,4780.365,6005.8575,56.14
2024-10-10T05:00+00:00,478.8975,5938.5075,6075.32,84.9
2024-10-10T06:00+00:00,478.8475,6360.68,6100.4275,80.46
2024-10-10T07:00+00:00,478.8775,6834.385,5906.245,67.5
2024-10-10T08:00+00:00,478.8475,7782.53875,5517.67875,52.01
2024-10-10T09:00+00:00,478.825,8486.3125,5034.2475,38.93
2024-10-10T10:00+00:00,478.925,8806.38,4968.31,21.89
2024-10-10T11:00+00:00,478.7725,8820.39,4693.54,15.94
2024-10-10T12:00+00:00,478.8175,8553.34125,4516.68375,20.01
2024-10-10T13:00+00:00,478.9125,8235.9425,4182.7625,38.37
2024-10-10T14:00+00:00,478.905,7638.97375,3906.51875,58
2024-10-10T15:00+00:00,478.7725,8827.05125,3363.31875,89.9
2024-10-10T16:00+00:00,478.99,9931.6625,2836.035,109.9
2024-10-10T17:00+00:00,478.9775,9505.6875,3096.9375,145.94
2024-10-10T18:00+00:00,479.035,8907.42875,3136.65625,120
2024-10-10T19:00+00:00,479.34,7844.09125,2976.20875,90.41
2024-10-10T20:00+00:00,479.9275,7550.025,2929.9475,95.26
2024-10-10T21:00+00:00,479.375,6201.53875,2869.18125,86.2
2024-10-10T22:00+00:00,479.33,5151.36,2835.09,83.9
2024-10-10T23:00+00:00,479.305,4886.42875,2824.94375,79.9
2024-10-11T00:00+00:00,479.28,4508.6475,2517.87,79.19
2024-10-11T01:00+00:00,479.3375,4431.89375,2097.97125,67.91
2024-10-11T02:00+00:00,479.355,5104.18875,1715.57625,69.14
2024-10-11T03:00+00:00,479.3725,5680.7925,1891.5,80.29
2024-10-11T04:00+00:00,479.43,7769.55375,1800.56875,99.95
2024-10-11T05:00+00:00,479.5275,9723.8075,1631.09,140.41
2024-10-11T06:00+00:00,479.34,10100.93,1667.28,155.49
2024-10-11T07:00+00:00,479.4075,11026.76375,1748.52375,110.01
2024-10-11T08:00+00:00,479.3475,10002.695,1622.4125,90
2024-10-11T09:00+00:00,479.265,10066.6775,1667.9425,72.35
2024-10-11T10:00+00:00,479.2525,10461.025,1681.9225,61.65
2024-10-11T11:00+00:00,479.2325,10680.46125,1733.11875,57.17
2024-10-11T12:00+00:00,479.27,9878.25625,1707.66375,59.56
2024-10-11T13:00+00:00,479.345,8811.80125,1533.59375,66.96
2024-10-11T14:00+00:00,479.5,8890.92375,1425.35625,85.35
2024-10-11T15:00+00:00,479.41,9908.8375,1328.0375,106.6
2024-10-11T16:00+00:00,479.435,10588.92375,1098.23375,158.35
2024-10-11T17:00+00:00,479.4375,10715.97875,879.62125,172.05
2024-10-11T18:00+00:00,479.4975,10474.63625,804.13625,120
2024-10-11T19:00+00:00,479.455,9352.9825,808.155,99.79
2024-10-11T20:00+00:00,479.44,7854.7875,911.375,100
2024-10-11T21:00+00:00,479.42,6298.3975,1183.7475,90
2024-10-11T22:00+00:00,479.34,4887.88,1441.42,91.21
2024-10-11T23:00+00:00,479.4475,4115.89375,1514.89875,83.33
2024-10-12T00:00+00:00,479.31,3972.63625,1461.86375,80.54
2024-10-12T01:00+00:00,479.35,3897.12375,1726.84125,81.46
2024-10-12T02:00+00:00,479.3425,3858.695,1825.5375,77.81
2024-10-12T03:00+00:00,479.38,3891.72375,2057.75375,74.9
2024-10-12T04:00+00:00,479.4275,4592.6,1920.03,71.63
2024-10-12T05:00+00:00,479.445,5473.9925,1915.9525,105.6
2024-10-12T06:00+00:00,479.41,5953.4725,1867.75,122
2024-10-12T07:00+00:00,479.425,7136.93625,1833.68875,119.9
2024-10-12T08:00+00:00,479.41,7968.37,1761.605,125.81
2024-10-12T09:00+00:00,479.5,7626.47875,2079.30625,89.9
2024-10-12T10:00+00:00,479.355,7447.32875,2245.09125,67.59
2024-10-12T11:00+00:00,479.3725,7326.655,2272.255,44.32
2024-10-12T12:00+00:00,479.34,7069.2825,2256.5975,23.34
2024-10-12T13:00+00:00,479.3175,6945.815,2525.965,46.35
2024-10-12T14:00+00:00,479.2675,6329.02,3066.6725,69.47
2024-10-12T15:00+00:00,479.2525,6305.78375,3697.14125,84.55
2024-10-12T16:00+00:00,479.295,5996.19375,4677.90875,82.77
2024-10-12T17:00+00:00,479.3675,5652.04875,5299.97875,79.44
2024-10-12T18:00+00:00,479.545,5481.1325,5996.815,60.58
2024-10-12T19:00+00:00,479.5025,5358.11375,6003.20375,45.42
2024-10-12T20:00+00:00,479.94,5667.15125,6023.46625,34.87
2024-10-12T21:00+00:00,479.9525,5089.19875,5740.26625,25.37
2024-10-12T22:00+00:00,479.9725,4770.3725,5383.685,0
2024-10-12T23:00+00:00,479.89,4718.79,4886.345,-0.01
2024-10-13T00:00+00:00,479.8325,4445.29875,4892.33125,-0.07
2024-10-13T01:00+00:00,479.815,4587.32625,4847.98125,-0.37
2024-10-13T02:00+00:00,479.86,4836.10875,4985.06125,-0.51
2024-10-13T03:00+00:00,479.975,4877.25875,5003.62625,-0.09
2024-10-13T04:00+00:00,479.8275,4973.0825,5100.1425,-0.01
2024-10-13T05:00+00:00,479.8,5374.14875,6204.85375,1.72
2024-10-13T06:00+00:00,479.7725,5684.5525,6246,17.96
2024-10-13T07:00+00:00,479.795,6743.54125,5765.92625,9.85
2024-10-13T08:00+00:00,479.9225,8038.925,5541.85,0
2024-10-13T09:00+00:00,479.8275,9191.58375,5131.12375,-10
2024-10-13T10:00+00:00,479.4725,9959.7125,3946.31,-10.06
2024-10-13T11:00+00:00,479.425,9619.91625,3987.54375,-10.04
2024-10-13T12:00+00:00,479.38,9038.34125,4557.19875,-3.01
2024-10-13T13:00+00:00,479.495,8438.1025,4091.4575,7.28
2024-10-13T14:00+00:00,479.3275,7423.165,3105.465,30.14
2024-10-13T15:00+00:00,479.3275,8392.1125,2543.7775,115
2024-10-13T16:00+00:00,479.36,9696.2925,1969.27,118.74
2024-10-13T17:00+00:00,479.7025,9987.825,1721.9125,131.97
2024-10-13T18:00+00:00,479.835,9992.83625,1541.91875,108.07
2024-10-13T19:00+00:00,479.895,9575.705,1183.7675,99.9
2024-10-13T20:00+00:00,479.92,8699.8575,1037.5225,94
2024-10-13T21:00+00:00,479.9675,7604.535,860.0025,90
2024-10-13T22:00+00:00,480.08,6543.685,724.8625,104
2024-10-13T23:00+00:00,479.9175,6078.44875,503.46375,89.9
2024-10-14T00:00+00:00,479.925,5740.51125,424.87625,98
2024-10-14T01:00+00:00,479.8725,5766.21875,375.98375,94
2024-10-14T02:00+00:00,479.795,5559.06875,466.10125,72
2024-10-14T03:00+00:00,479.7425,5873.94125,654.12125,62.2
2024-10-14T04:00+00:00,479.765,7928.2125,908.1575,98.74
2024-10-14T05:00+00:00,479.6675,10316.265,909.155,130.53
2024-10-14T06:00+00:00,479.685,10529.005,799.7775,153.12
2024-10-14T07:00+00:00,479.855,10755.68,776.925,125.58
2024-10-14T08:00+00:00,480.01,11126.855,730.03,103
2024-10-14T09:00+00:00,480.335,11461.78875,773.06875,95.53
2024-10-14T10:00+00:00,480.3525,11454.7925,945.655,91.56
2024-10-14T11:00+00:00,480.325,11313.00625,901.91125,85
2024-10-14T12:00+00:00,480.275,11767.57875,673.80875,74.16
2024-10-14T13:00+00:00,480.29,12309.195,532.935,88.32
2024-10-14T14:00+00:00,480.2725,12618.14,457.465,105.79
2024-10-14T15:00+00:00,480.235,12466.86,460.9675,158.51
2024-10-14T16:00+00:00,480.225,12922.61875,598.38625,250
2024-10-14T17:00+00:00,480.3275,13318.48875,865.54125,263.27
2024-10-14T18:00+00:00,480.39,12818.975,1057.86,158
2024-10-14T19:00+00:00,480.4925,11811.33375,1210.76625,113.64
2024-10-14T20:00+00:00,480.51,11280.22875,1060.84125,99.66
2024-10-14T21:00+00:00,480.585,10572.30625,975.16125,94.8
2024-10-14T22:00+00:00,480.63,8606.04,1191.66,90.4
2024-10-14T23:00+00:00,480.6325,7112.8275,1563.91,86.08
2024-10-15T00:00+00:00,480.5975,6621.8425,2156.9125,88.76
2024-10-15T01:00+00:00,480.56,6773.11875,2339.36875,84.04
2024-10-15T02:00+00:00,480.78,7540.89,2605.28,79.94
2024-10-15T03:00+00:00,480.4825,7943.93375,2834.90375,87
2024-10-15T04:00+00:00,480.375,10005.69625,2877.14875,109.9
2024-10-15T05:00+00:00,480.3375,11811.03,3054.6975,175.94
2024-10-15T06:00+00:00,480.3725,12241.91875,3215.82625,171.13
2024-10-15T07:00+00:00,482.8825,12509.46625,3367.55125,110.54
2024-10-15T08:00+00:00,483.705,12982.9125,3253.325,92.74
2024-10-15T09:00+00:00,480.685,12914.80125,2772.34875,83.05
2024-10-15T10:00+00:00,480.795,12311.245,2820.495,78.47
2024-10-15T11:00+00:00,481.2275,12322.74,2889.8825,71.16
2024-10-15T12:00+00:00,481.06,11881.7475,2817.75,70.03
2024-10-15T13:00+00:00,481.0275,10770.6725,2809.135,77.37
2024-10-15T14:00+00:00,481.0375,9652.76,2994.6975,86.33
2024-10-15T15:00+00:00,480.9725,9493.15,3462.2925,116.17
2024-10-15T16:00+00:00,480.905,9611.58875,4375.39125,132.18
2024-10-15T17:00+00:00,480.84,8989.16625,5138.42375,101.53
2024-10-15T18:00+00:00,480.7775,7867.8975,5581.9675,76.9
2024-10-15T19:00+00:00,480.89,7333.135,5788.1325,66.44
2024-10-15T20:00+00:00,480.895,6198.4925,5757.0075,59.24
2024-10-15T21:00+00:00,480.845,5373.0075,5650.95,42.13
2024-10-15T22:00+00:00,480.925,4700.125,5464.315,25.54
2024-10-15T23:00+00:00,480.95,4519.635,5360.1725,12.8
2024-10-16T00:00+00:00,480.935,4409.38875,5365.69625,5.3
2024-10-16T01:00+00:00,480.9125,4267.2125,5443.6625,3.61
2024-10-16T02:00+00:00,480.97,4264.14625,5569.37375,2.86
2024-10-16T03:00+00:00,480.995,4394.4625,5820.5625,7.19
2024-10-16T04:00+00:00,480.97,4855.0925,5834.0475,41.36
2024-10-16T05:00+00:00,480.87,5986.9125,5737.97,61.5
2024-10-16T06:00+00:00,480.9375,6482.36375,5571.98375,80.1
2024-10-16T07:00+00:00,480.89,6626.45375,5317.66875,54.29
2024-10-16T08:00+00:00,480.9275,7927.31,4986.68,26.68
2024-10-16T09:00+00:00,480.9225,9500.0825,4654.6125,14.16
2024-10-16T10:00+00:00,480.8625,9857.915,4540.71,4.09
2024-10-16T11:00+00:00,480.51,9405.8425,4560.275,2.04
2024-10-16T12:00+00:00,480.5175,8787.11875,4295.23625,4
2024-10-16T13:00+00:00,480.5725,7679.35375,4050.79875,14.18
2024-10-16T14:00+00:00,480.62,7262.64625,4332.51875,52
2024-10-16T15:00+00:00,480.645,7806.81125,4800.61125,99.9
2024-10-16T16:00+00:00,480.225,7769.6625,5169.8375,106
2024-10-16T17:00+00:00,480.175,7717.01125,5553.63375,104
2024-10-16T18:00+00:00,480.155,6417.1775,5894.15,78.74
2024-10-16T19:00+00:00,480.145,5593.19,5841.5025,67
2024-10-16T20:00+00:00,480.21,5011.9725,5833.45,35.14
2024-10-16T21:00+00:00,480.2775,4801.62,5725.405,26.54
2024-10-16T22:00+00:00,480.2925,4262.7275,5551.805,17.04
2024-10-16T23:00+00:00,480.3625,4112.45375,5171.97375,12.15
2024-10-17T00:00+00:00,480.43,4088.82625,4712.50375,10.48
2024-10-17T01:00+00:00,480.5525,4237.19,4395.205,5.61
2024-10-17T02:00+00:00,480.39,4504.58125,4337.13875,10.01
2024-10-17T03:00+00:00,480.53,4813.92625,4332.79125,28.97
2024-10-17T04:00+00:00,480.49,6388.97625,4022.45625,69.22
2024-10-17T05:00+00:00,480.33,8114.41,4170.5925,98.94
2024-10-17T06:00+00:00,480.245,9067.80375,4200.78625,101.8
2024-10-17T07:00+00:00,480.24,9530.89625,3536.47875,104.1
